Date,Open,High,Low,Close,Adj Close,Volume
2019-10-07 00:00:00+05:30,257.5,258.0,250.6999969482422,251.89999389648438,217.4577178955078,21263568
2019-10-09 00:00:00+05:30,251.3000030517578,252.1999969482422,246.3000030517578,247.10000610351562,213.3140411376953,21503869
2019-10-10 00:00:00+05:30,247.0,247.64999389648438,242.64999389648438,243.1999969482422,209.94728088378906,24294966
2019-10-11 00:00:00+05:30,243.1999969482422,246.1999969482422,241.10000610351562,243.9499969482422,210.5947265625,25072193
2019-10-14 00:00:00+05:30,245.4499969482422,246.39999389648438,243.0,244.10000610351562,210.7242431640625,14713799
2019-10-15 00:00:00+05:30,245.0500030517578,249.1999969482422,245.0500030517578,247.60000610351562,213.7456817626953,9989191
2019-10-16 00:00:00+05:30,247.39999389648438,247.60000610351562,242.14999389648438,243.64999389648438,210.3357391357422,16063295
2019-10-17 00:00:00+05:30,244.0,246.6999969482422,243.85000610351562,245.85000610351562,212.2349395751953,13649598
2019-10-18 00:00:00+05:30,246.0,247.8000030517578,245.10000610351562,246.5,212.79608154296875,12833554
2019-10-22 00:00:00+05:30,245.0,251.10000610351562,244.9499969482422,248.89999389648438,214.86790466308594,18275636
2019-10-23 00:00:00+05:30,250.39999389648438,251.9499969482422,249.0500030517578,251.0500030517578,216.7239532470703,12831461
2019-10-24 00:00:00+05:30,252.60000610351562,254.0,247.9499969482422,249.0500030517578,214.99740600585938,16791340
2019-10-25 00:00:00+05:30,256.8999938964844,257.20001220703125,247.0,247.6999969482422,213.83200073242188,32591192
2019-10-27 00:00:00+05:30,249.9499969482422,251.10000610351562,249.6999969482422,250.39999389648438,216.16282653808594,3131726
2019-10-29 00:00:00+05:30,250.9499969482422,255.10000610351562,249.5500030517578,253.25,218.62313842773438,11937562
2019-10-30 00:00:00+05:30,256.0,264.0,254.3000030517578,259.3999938964844,223.9322509765625,34291157
2019-10-31 00:00:00+05:30,260.0,262.8500061035156,256.20001220703125,257.6499938964844,222.42153930664062,16654994
2019-11-01 00:00:00+05:30,259.3500061035156,263.0,258.75,261.29998779296875,225.5724639892578,12571588
2019-11-04 00:00:00+05:30,262.95001220703125,264.95001220703125,260.04998779296875,260.75,225.09767150878906,7895272
2019-11-05 00:00:00+05:30,261.0,264.0,258.6000061035156,262.8999938964844,226.95370483398438,10278362
2019-11-06 00:00:00+05:30,262.95001220703125,263.79998779296875,260.0,261.3500061035156,225.61563110351562,8857419
2019-11-07 00:00:00+05:30,262.8999938964844,266.29998779296875,262.0,265.8500061035156,229.50035095214844,14782434
2019-11-08 00:00:00+05:30,264.8500061035156,265.45001220703125,260.0,260.5,224.88185119628906,11899353
2019-11-11 00:00:00+05:30,260.6000061035156,262.3500061035156,258.79998779296875,259.45001220703125,223.9754180908203,7245151
2019-11-13 00:00:00+05:30,258.8999938964844,259.25,253.14999389648438,253.85000610351562,219.14111328125,10269356
2019-11-14 00:00:00+05:30,254.10000610351562,255.89999389648438,253.25,253.89999389648438,219.18426513671875,8880734
2019-11-15 00:00:00+05:30,254.25,255.75,250.0,250.64999389648438,216.37863159179688,16741465
2019-11-18 00:00:00+05:30,251.4499969482422,252.25,248.75,250.75,216.46498107910156,7864919
2019-11-19 00:00:00+05:30,251.75,251.8000030517578,248.8000030517578,249.3000030517578,215.2132110595703,12152981
2019-11-20 00:00:00+05:30,249.3000030517578,251.3000030517578,246.6999969482422,250.6999969482422,216.4217987060547,9978073
2019-11-21 00:00:00+05:30,251.39999389648438,251.39999389648438,245.0500030517578,245.6999969482422,212.10545349121094,10393219
2019-11-22 00:00:00+05:30,247.14999389648438,252.64999389648438,246.64999389648438,247.64999389648438,213.788818359375,16370384
2019-11-25 00:00:00+05:30,247.75,248.39999389648438,246.25,247.75,213.87515258789062,10586688
